image_name,Annotator 1,Annotator 2,Annotator 3,Final labelling
MAMN (1373).jpg,neutral,neutral,neutral,neutral
MAMN (1285).jpg,neutral,neutral,neutral,neutral
grape (150).jpg,negative,negative,negative,negative
papaya (81).jpg,positive,positive,negative,positive
KAM (665).jpg,positive,positive,positive,positive
KAM(491).jpg,positive,neutral,positive,positive
KAM(217).jpg,neutral,positive,positive,positive
yellow (204).jpg,negative,negative,negative,negative
MAMN (1381).jpg,neutral,neutral,neutral,neutral
grape (285).jpg,neutral,neutral,neutral,neutral
MAMN (1767).jpg,neutral,neutral,neutral,neutral
KAM(920).jpg,positive,positive,positive,positive
avocados (753).jpg,negative,negative,negative,negative
KAM(292).jpg,positive,positive,positive,positive
KAM(182).jpg,negative,negative,negative,negative
yellow (460).jpg,negative,negative,negative,negative
yellow (434).jpg,negative,positive,negative,negative
avocados (723).jpg,negative,negative,negative,negative
avocados (658).jpg,positive,negative,negative,negative
papaya (6).jpg,positive,positive,positive,positive
meme100.jpeg,negative,negative,negative,negative
avocados (649).jpg,negative,negative,negative,negative
avocados (253).jpg,negative,negative,negative,negative
MAMN (1723).jpg,neutral,neutral,neutral,neutral
avocados (470).jpg,negative,negative,negative,negative
KAM(867).jpg,positive,positive,positive,positive
yellow (139).jpg,negative,negative,negative,negative
avocados (312).jpg,negative,negative,negative,negative
KAM (387).jpg,positive,positive,positive,positive
KAM(253).jpg,negative,negative,negative,negative
violance (73).jpg,negative,negative,negative,negative
KAM(125).jpg,positive,positive,positive,positive
peach (9).jpg,neutral,neutral,neutral,neutral
KAM(222).png,negative,negative,negative,negative
grape (57).jpg,negative,negative,negative,negative
KAM(5).png,positive,positive,positive,positive
KAM(167).png,negative,negative,negative,negative
KAM(1236).jpg,positive,positive,positive,positive
MAMN (1353).jpg,neutral,neutral,neutral,neutral
KAM (37).png,positive,positive,positive,positive
KAM(908).jpg,positive,positive,positive,positive
MAMN (2043).jpg,neutral,neutral,neutral,neutral
papaya (82).jpg,negative,negative,negative,negative
KAM(1293).jpg,positive,positive,positive,positive
grape (26).jpg,negative,negative,negative,negative
MAMN (1281).jpg,neutral,neutral,neutral,neutral
KAM(224).jpg,positive,positive,positive,positive
KAM(1175).jpg,positive,positive,positive,positive
MAMN (1253).jpg,neutral,neutral,neutral,neutral
apple (132).jpg,negative,negative,negative,negative
MAMN (742).jpg,neutral,neutral,neutral,neutral
KAM(113).jpg,positive,positive,positive,positive
KAM(1313).jpg,positive,positive,positive,positive
yellow (497).jpg,negative,negative,negative,negative
avocados (361).jpg,negative,negative,negative,negative
MAMN (1685).jpg,neutral,neutral,neutral,neutral
KAM (60).png,positive,positive,positive,positive
yellow (123).jpg,negative,negative,negative,negative
MAMN (1214).jpg,neutral,neutral,neutral,neutral
MAMN (1958).jpg,neutral,neutral,neutral,neutral
KAM(683).jpg,positive,positive,positive,positive
KAM(947).jpg,positive,positive,positive,positive
KAM(904).jpg,positive,positive,positive,positive
MAMN (823).jpg,neutral,neutral,neutral,neutral
kiwi (265).jpg,neutral,neutral,neutral,neutral
avocados (463).jpg,negative,negative,negative,negative
apple (95).jpg,positive,positive,positive,positive
KAM (52).jpg,positive,positive,positive,positive
MAMN (1687).jpg,neutral,neutral,neutral,neutral
KAM (402).jpg,positive,positive,positive,positive
KAM(348).jpg,positive,positive,positive,positive
KAM(40).jpg,positive,positive,positive,positive
KAM(163).jpg,negative,negative,negative,negative
peach (211).jpg,negative,negative,neutral,negative
meme113.jpeg,negative,negative,negative,negative
yellow (56).jpg,negative,neutral,negative,negative
KAM(220).png,negative,negative,negative,negative
osage (144).jpg,negative,negative,negative,negative
MAMN (1395).jpg,neutral,neutral,neutral,neutral
papaya (151).jpg,negative,negative,negative,negative
dirty (45).jpg,negative,negative,negative,negative
MAMN (1704).jpg,neutral,neutral,neutral,neutral
yellow (529).jpg,negative,negative,negative,negative
MAMN (2080).jpg,neutral,neutral,neutral,neutral
KAM (138).png,positive,positive,positive,positive
yellow (545).jpg,negative,negative,negative,negative
meme117.jpeg,negative,negative,negative,negative
MAMN (1928).jpg,neutral,neutral,neutral,neutral
papaya (118).jpg,positive,positive,positive,positive
yellow (208).jpg,negative,negative,negative,negative
MAMN (892).jpg,neutral,neutral,neutral,neutral
yellow (423).jpg,negative,negative,negative,negative
MAMN (691).jpg,neutral,neutral,neutral,neutral
KAM(640).jpg,positive,positive,positive,positive
avocados (320).jpg,negative,negative,negative,negative
avocados (788).jpg,negative,negative,negative,negative
MAMN (1985).jpg,neutral,neutral,neutral,neutral
MAMN (1683).jpg,neutral,neutral,neutral,neutral
MAMN (629).jpg,neutral,neutral,neutral,neutral
KAM (108).png,positive,positive,positive,positive
KAM(202).png,positive,positive,positive,positive
MAMN (808).jpg,neutral,neutral,neutral,neutral
kiwi (33).jpg,positive,positive,positive,positive
KAM(986).jpg,positive,positive,positive,positive
MAMN (998).jpg,neutral,neutral,neutral,neutral
apple (157).jpg,negative,negative,negative,negative
MAMN (1282).jpg,neutral,neutral,neutral,neutral
KAM(103).png,negative,negative,negative,negative
KAM (562).jpg,positive,positive,positive,positive
KAM (789).jpg,positive,negative,positive,positive
KAM(1321).jpg,positive,positive,positive,positive
osage (44).jpg,positive,positive,neutral,positive
KAM(235).jpg,positive,positive,positive,positive
avocados (515).jpg,negative,negative,negative,negative
MAMN (905).jpg,neutral,neutral,neutral,neutral
avocados (275).jpg,negative,negative,negative,negative
KAM (70).png,positive,positive,positive,positive
KAM(1276)(1).jpg,positive,positive,positive,positive
MAMN (645).jpg,neutral,neutral,neutral,neutral
KAM (119).jpg,positive,positive,positive,positive
MAMN (1598).jpg,positive,neutral,neutral,neutral
avocados (431).jpg,neutral,neutral,neutral,neutral
MAMN (1043).jpg,neutral,neutral,negative,neutral
MAMN (1093).jpg,neutral,neutral,neutral,neutral
meme27.jpg,negative,negative,negative,negative
KAM(1130).jpg,positive,positive,positive,positive
KAM(219).jpg,negative,negative,negative,negative
MAMN (777).jpg,neutral,neutral,neutral,neutral
KAM(42).jpg,positive,positive,positive,positive
avocados (800).jpg,negative,negative,negative,negative
MAMN (1969).jpg,neutral,neutral,neutral,neutral
KAM(102).jpg,negative,negative,negative,negative
peach (62).jpg,negative,negative,negative,negative
avocados (116).jpg,negative,negative,negative,negative
KAM(109).png,positive,positive,positive,positive
KAM(57).jpg,positive,positive,positive,positive
kiwi (113).jpg,positive,positive,positive,positive
MAMN (791).jpg,neutral,neutral,neutral,neutral
KAM(766).jpg,positive,positive,positive,positive
KAM (195).jpg,positive,positive,positive,positive
KAM (317).jpg,negative,negative,negative,negative
KAM (687).jpg,negative,positive,positive,positive
KAM(1280).jpg,positive,positive,positive,positive
peach (33).jpg,positive,positive,positive,positive
KAM (243).png,positive,positive,positive,positive
MAMN (715).jpg,neutral,neutral,neutral,neutral
MAMN (12).png,neutral,neutral,neutral,neutral
KAM(722).jpg,positive,positive,positive,positive
KAM(1387).jpg,negative,negative,negative,negative
MAMN (1904).jpg,neutral,neutral,neutral,neutral
avocados (741).jpg,negative,negative,negative,negative
KAM(1151).jpg,positive,positive,positive,positive
grape (291).jpg,neutral,neutral,neutral,neutral
KAM(2).png,negative,negative,negative,negative
MAMN (1999).jpg,neutral,neutral,neutral,neutral
kiwi (328).jpg,negative,negative,negative,negative
MAMN (324).jpg,neutral,neutral,neutral,neutral
osage (307).jpg,negative,negative,negative,negative
osage (280).jpg,negative,negative,negative,negative
MAMN (457).jpg,neutral,neutral,neutral,neutral
kiwi (68).jpg,positive,positive,positive,positive
MAMN (1764).jpg,neutral,neutral,neutral,neutral
kiwi (280).jpg,negative,negative,negative,negative
avocados (319).jpg,negative,negative,negative,negative
KAM(1142).jpg,positive,positive,positive,positive
KAM(242).jpg,positive,positive,positive,positive
MAMN (1133).jpg,neutral,neutral,neutral,neutral
yellow (95).jpg,negative,negative,negative,negative
KAM(806).jpg,positive,positive,positive,positive
MAMN (1229).jpg,neutral,neutral,neutral,neutral
MAMN (1690).jpg,neutral,neutral,neutral,neutral
grape (74).jpg,positive,positive,positive,positive
peach (25).jpg,negative,negative,negative,negative
KAM (13).png,positive,positive,positive,positive
MAMN (1599).jpg,neutral,neutral,neutral,neutral
yellow (407).jpg,neutral,neutral,neutral,neutral
MAMN (452).jpg,neutral,neutral,neutral,neutral
KAM(216).png,negative,negative,negative,negative
KAM (111).png,positive,positive,positive,positive
yellow (537).jpg,negative,negative,positive,negative
avocados (342).jpg,negative,negative,negative,negative
kiwi (148).jpg,negative,neutral,negative,negative
avocados (630).jpg,negative,negative,negative,negative
KAM(693).jpg,positive,positive,positive,positive
apple (122).jpg,negative,negative,negative,negative
MAMN (1720).jpg,neutral,neutral,neutral,neutral
KAM(223).jpg,negative,negative,negative,negative
KAM(730).jpg,positive,positive,positive,positive
kiwi (272).jpg,positive,negative,negative,negative
avocados (127).jpg,negative,negative,negative,negative
avocados (628).jpg,negative,neutral,negative,negative
yellow (37).jpg,negative,negative,positive,negative
MAMN (1129).jpg,neutral,neutral,neutral,neutral
KAM(607).jpg,positive,positive,positive,positive
osage (130).jpg,neutral,neutral,neutral,neutral
MAMN (517).jpg,neutral,neutral,neutral,neutral
KAM(1290).jpg,positive,positive,positive,positive
grape (298).jpg,negative,negative,negative,negative
peach (205).jpg,negative,negative,negative,negative
MAMN (1620).jpg,neutral,neutral,neutral,neutral
KAM(162).png,positive,positive,positive,positive
yellow (21).jpg,negative,negative,negative,negative
avocados (787).jpg,negative,negative,negative,negative
KAM (434).jpg,negative,negative,negative,negative
MAMN (1415).jpg,neutral,neutral,neutral,neutral
KAM (308).jpg,positive,positive,positive,positive
MAMN (1026).jpg,neutral,neutral,neutral,neutral
MAMN (1759).jpg,neutral,neutral,neutral,neutral
dirty (93).jpg,negative,negative,negative,negative
KAM (448).jpg,positive,positive,positive,positive
KAM (181).jpg,negative,negative,negative,negative
dirty (78).jpg,negative,negative,negative,negative
MAMN (1601).jpg,neutral,neutral,neutral,neutral
avocados (494).jpg,negative,negative,negative,negative
KAM(1009).jpg,negative,negative,negative,negative
KAM(1163).jpg,positive,positive,positive,positive
KAM(1143).jpg,positive,positive,positive,positive
MAMN (1254).jpg,neutral,neutral,neutral,neutral
MAMN (1028).jpg,neutral,neutral,neutral,neutral
KAM(1303).jpg,positive,positive,positive,positive
MAMN (375).jpg,neutral,neutral,neutral,neutral
MAMN (1118).jpg,neutral,neutral,neutral,neutral
KAM(975).jpg,negative,negative,negative,negative
MAMN (381).jpg,neutral,neutral,neutral,neutral
kiwi (249).jpg,neutral,neutral,positive,neutral
avocados (84).jpg,neutral,neutral,neutral,neutral
avocados (439).jpg,negative,negative,negative,negative
avocados (362).jpg,negative,negative,negative,negative
KAM (784).jpg,positive,positive,positive,positive
MAMN (1097).jpg,neutral,neutral,neutral,neutral
KAM (568).jpg,positive,positive,positive,positive
MAMN (376).jpg,neutral,neutral,neutral,neutral
KAM(207).jpg,positive,positive,positive,positive
KAM(629).jpg,positive,positive,negative,positive
KAM(206).jpg,positive,positive,positive,positive
meme99.jpeg,negative,negative,negative,negative
KAM(606).jpg,positive,positive,positive,positive
peach (32).jpg,positive,positive,positive,positive
MAMN (1354).jpg,neutral,neutral,neutral,neutral
osage (237).jpg,negative,negative,negative,negative
yellow (475).jpg,negative,negative,negative,negative
apple (147).jpg,positive,positive,positive,positive
MAMN (1248).jpg,neutral,neutral,neutral,neutral
KAM(464).jpg,positive,positive,positive,positive
MAMN (1627).jpg,neutral,neutral,neutral,neutral
KAM(1211).jpg,positive,positive,positive,positive
KAM(46).jpg,positive,positive,positive,positive
yellow (169).jpg,negative,negative,negative,negative
cherry (8).jpg,positive,positive,positive,positive
MAMN (989).jpg,neutral,neutral,neutral,neutral
avocados (167).jpg,negative,negative,negative,negative
KAM (624).jpg,positive,positive,positive,positive
MAMN (635).jpg,neutral,neutral,neutral,neutral
KAM(1070).jpg,positive,positive,positive,positive
KAM(166).png,negative,negative,negative,negative
avocados (30).jpg,negative,negative,negative,negative
yellow (323).jpg,negative,negative,negative,negative
KAM(268).jpg,positive,positive,positive,positive
KAM (265).jpg,positive,positive,positive,positive
MAMN (1717).jpg,neutral,neutral,neutral,neutral
KAM (354).jpg,positive,positive,positive,positive
MAMN (1052).jpg,neutral,neutral,neutral,neutral
grape (288).jpg,negative,negative,negative,negative
MAMN (680).jpg,neutral,neutral,neutral,neutral
yellow (2).jpg,negative,negative,negative,negative
avocados (49).jpg,negative,negative,negative,negative
papaya (138).jpg,negative,negative,negative,negative
KAM (695).jpg,positive,positive,positive,positive
MAMN (1235).jpg,neutral,neutral,neutral,neutral
avocados (702).jpg,negative,negative,negative,negative
KAM(133).jpg,positive,positive,positive,positive
apple (141).jpg,positive,positive,positive,positive
KAM (602).jpg,positive,positive,positive,positive
grape (312).jpg,negative,negative,negative,negative
KAM (331).jpg,positive,positive,positive,positive
MAMN (499).jpg,neutral,neutral,neutral,neutral
MAMN (2096).jpg,neutral,neutral,neutral,neutral
kiwi (246).jpg,negative,negative,negative,negative
avocados (694).jpg,negative,negative,negative,negative
MAMN (1916).jpg,neutral,neutral,neutral,neutral
papaya (25).jpg,positive,positive,positive,positive
osage (76).jpg,negative,negative,negative,negative
KAM(1285).jpg,positive,positive,positive,positive
MAMN (1109).jpg,neutral,neutral,neutral,neutral
peach (13).jpg,negative,negative,negative,negative
kiwi (193).jpg,negative,negative,negative,negative
KAM(1152).jpg,positive,positive,positive,positive
osage (384).jpg,positive,negative,negative,negative
KAM(448).jpg,positive,positive,positive,positive
dirty (69).jpg,negative,negative,negative,negative
peach (63).jpg,positive,positive,positive,positive
avocados (141).jpg,negative,negative,negative,negative
KAM (424).jpg,positive,positive,positive,positive
MAMN (441).jpg,neutral,neutral,neutral,neutral
MAMN (411).jpg,neutral,neutral,neutral,neutral
grape (301).jpg,neutral,neutral,neutral,neutral
KAM(165).png,negative,negative,negative,negative
MAMN (1790).jpg,neutral,neutral,neutral,neutral
yellow (306).jpg,neutral,neutral,neutral,neutral
KAM(989).jpg,positive,positive,positive,positive
MAMN (1804).jpg,neutral,neutral,neutral,neutral
